main_headline,classification
LOCAL MILITARY MOVEMENTS.; DEPARTURE OF THE ANDERSON ZOUAVES. LINCOLN CAVALRY ORDERED OFF. THE SECOND REGIMENT FIRE ZOUAVES GOING. THE FIFTH REGIMENT N.Y.S.M. PAID OFF. THE FIRST REGIMENT WASHINGTON GREYS. COL. MATHESON'S FIRST CALIFORNIA REGIMENT. COL. HAWKINS' ZOUAVES. THE LESLEY GUARD REGULAR SERVICE. THE CAMERON RIFLES. THE SIXTY-NINTH REGIMENT.,4
The Train Laid by Kentucky Rebels.,4
Breech-Loading Arms.,4
Madison University.; COMMENCEMENT EXERCISES PATRIOTIC BACCALAUREATE BY PRESIDENT EATON THE ORATIONAND POEM.,4
"Hungary and America A Palmerstonian ""Parallel.""",4
IMPORTANT FROM MISSOURI.; MOVEMENTS OF THE REBEL FORCES. PROCLAMATION OF BEN McCULLOCH. THE LATE BATTLE AT WILSON'S CREEK. TROOPS TO JOIN GEN. PRICE. FROM ST. LOUIS. RELEASE OF JOHN A. BROWNLEE. HONOR TO THE BRAVE.,4
IMPORTANT FROM CAIRO.; CAPTURE OF A REBEL STEAMER AT PADUCAH. MILITARY AND NAVAL MOVEMENTS. FOR WASHINGTON.,4
IMPORTANT FROM ALBANY.; PROCLAMATION OF GOV. MORGAN. PENNSYLVANIA. PROCLAMATION OF GOV. CURTIN. SOUTHERN ITEMS FROM LOUISVILLE. FROM FORTRESS MONROE. THE UNITED STATES FRIGATE CONGRESS. MORE OF THE PRIVATEERS.,4
"THE ARMY OF WESTERN VIRGINIA.; Gurrilla Warfare Movements of the Rebel Leaders Lee's Attempts to Push Through Our Lines Foiled, &c.",4
"FROM LONG BRANCH.; The Ball in Honor of Mrs. President Lincoln ?The Arrangements?Guests, &c.",4
"FROM PARIS.; The News of the Battle of Bull Run Attacks of the Press Upon the North-Reports of the Recognition of tho Southern Confederacy-Danger to be Apprehended From England, &c.",4
"MARINE INTELLIGENCE.; Cleared. Arrived. Sailed. By Telegraph. Miscellaneous. Spoken, & c. Foreign Ports.",4
AFFAIRS IN UTAH.; A Willful Murder The System of Irrigation The Fort Bridge Sale The Direct Tax Scarcity of Cash.,4
"IMPOSSIBILITY OF AN IMPENETRABLE BLOCK ADE. The London Post, which is a pocket",4
OFF TO THE WAR.; ARRIVAL OF THE MASSACHUSETTS TWENTY-FIRST AND SEVENTEENTH REGI-MENTS. NEWS OF THE REBELLION. THE SEVENTEENTH REGIMENT.,4
Conflict at the South Between Consolidated and Local Despotisms.,4
Important from Hayti.; DISCOVERY OF A CONSPIRACY TO OVERTHROW THE GOVERNMENT ARREST OF SOME OF THE CONSPIRATORS.,4
Men in the English and American Navies.,4
Business Activity Compatible with a State of War.,4
"AFFAIRS IN MARYLAND.; Treasonable Communication with Virginia --Rebel Spies Everywhere--Troops Passing Troops Baltimore--Confederate Prisoners, &c.",4
A Danger that Should be Looked Into.,4
The Fighting Element of the South.,4
THE BATTLE AT WILSON'S CREEK.,4
AFFAIRS IN THE SOUTH.,4
THE LESSONS OF THE REVERSE.; The Spirit of the Southerners--A War-Cry Needed-Our Armies the Armies of Liberty.,4
THE BLOCKADING SERVICE.; THE BLOCKADE OF CHARLESTON. WHAT THE ROANOKE HAS BEEN ABOUT A RECORD OF HER EXPLOITS A STEAMER RUNS THE BLOCKADE.,4
VIEWS FROM THE CAPITAL.; Danger to the Union Men of East Tennessee Satisfactory Condition of Gen. McClellan's Army Removals from Offices &c.,4
"MADISON UNIVERSITY.; The Closing Exercises of Commencement The Orations, and Degrees Conferred.",4
ADVANTAGES OF THE BRITISH CONSTITU- TION.,4
"FIGHT IN THE KANAWHA VALLEY.; REPORTED DEFEAT OF COL. TYLER'S FORCES. MOVEMENTS IN WESTERN VIRGINIA. SERENADE TO HON. JOSEPH HOLT, IN BOSTON. NEWS FROM BOSTON.",4
English Recognition of the South.,4
"ENGLAND AND AMERICA.; Our Relations With England Social, Political and Commercial.",4
The Beginnings of Slavery.,4
ENGLAND WILL NOT GO TO WAR WITH THE UNITED STATES.,4
THREE DAYS LATER FROM EUROPE; ARRIVAL OF THE ASIA. Interesting Political Contest in Lancashire.Celebration of the Emperor'sBirth-day.Speech of the Emperor on the Improvementsof Paris.THE KING OF SWEDEN'S VISIT.Further Comments of the European Presson American Affairs.Where Shall the World Go for Cotton.,4
The Oath of Allegiance A Symbol of Nationality.,4
"Vigorous Demonstrations at Washington.; The Departments Being Purified of Traitors. Government to Supervise or Suppress News of Military and Naval Movements. REBEL POST-ROUTES CUT OFF. Further Details of the Skirmishes in Virginia. Rumors of an Impending Battle Near Washington. AFFAIRS IN MISSOURI. Advance of the Rebels and Plans for Meeting Them. NEWS FROM THE REBELS AT MANASSAS. They are Sick and Badly Supplied, but Eager for a Battle. NEWS FROM THE SOUTH. OUR SPECIAL WASHINGTON DISPATCHES. THE RECENT SKIRMISHES. CONDITION OF THE REBELS AT MANASSAS. NEWS FROM GEORGIA AND REBEL PLANS. ON THE SCENT FOR TRAITOR OFFICIALS. WEST POINT AND NAVAL ACADEMY VACANCIES AFFAIRS ON THE POTOMAC. UNION SENTIMENT IN KENTUCKY. APPOINTMENTS IN THE ARMY. LOYALTY IN THE STATE DEPARTMENT. MORE BALLOONING.",4
What the Empire Does for Paris.; SPEECH OF THE EMPEROR NAPOLEON AT THE OPENING OF THE BOULEVARD MALESHERBES.,4
"LATEST FROM HAVANA.; Inopportune Rains--Return of the CaptainGeneral--The Keystone State after theSumter--Affairs in St. Domingo--Newsfrom Venezuela--Terrorism--An Earthquake, &c., &c.",4
ENGLAND AND AMERICA.; Relative Action of North and South Towards England--How England Returns the Compliment.,4
A Two-Sided Philanthropy.,4
A Recusant Unionist.,4
The Cabinet Question.,4
AN INTERESTING SOUTHERN EXPOSITION OF THE BATTLE OF THE 21ST.,3
PROCEEDINGS OF CONGRESS.; SENATE.,3
"NEW-GRANADA.; Progress of the Revolution-- Conflicting Reports-- Gen. Mosquera Troubled with a Fire in the Rear-- The Arrest of Col, Joseph Scott. The Election in Chili-- The Independence of Bolivia Recognized by Spain-- Disturbances in Peru The First Cotton from Nicaragua.-- CHILI BOLIVIA.-- PERU ECUADOR HONDURAS AND GUATEMALA NICARAGUA AND COSTA RICA.",3
PROCEEDINGS OF CONGRESS.; SENATE.,3
CALIFORNIA.; What is Wanted of the State? The Crops-- Flagging the Churches-- Dr. Scott in Hot Water-- Gov. Nye in transitn--National Officers and Appointments.,3
THE SECURITY OF THE CAPITAL.; Washington Safe--What Has Been Done to Make It So--Need of Further Measures. Correspondence of the New-York Times.,3
EUROPEAN NEWS.; ARRIVAL OF THE STEAMSHIP FULTON. A Financial View of the Southern Rebellion.,3
"THE BATTLE OF BULL RUN.; THE SEVENTY-FIRST NEW-YORK REGIMENT.INTERESTING STATEMENT OF EDWARD P. DOHERTY,",3
CITY AND COUNTY AFFAIRS.; BOARD OF ALDERMEN. ANNUAL REPORT OF THE COMPTROLLER DONATION TO THE HEBREW BENEVOLENT SOCIETY THE PRINCE NAPOLEON.,3
"THE GREAT REBELLION.; IMPORTANT NEWS FROM WASHINGTON. The Agreement Between Gen. McClellan and the Press. The Pay of the Troops Increased Four Dollars a Month. IMPORTANT FROM SANDY HOOK. A Body of Rebel Cavalry at Martinsburgh. A Party of them Surprised by a Detachment of the New-York Twenty-eighth. A Number Killed, Wounded and Taken Prisoners. IMPORTANT FROM MISSOURI. PROCLAMATION BY THE NEW GOVERNOR Confederate Troops Warned to Leave the State. Great Union Triumph in Kentucky.",3
REPUBLICAN STATE COMMITTEE.; UNION FOR THE SAKE OF THE UNION.,3
NEWS OF THE DAY.,3
REPUBLICAN STATE COMMITTEE.; CALL FOR THE STATE CONVENTION.,3
"THE BLOCKADING SERVICE.; LETTER FROM ON BOARD THE BROOKLYN. A DESERTER FROM NEW-ORLEANS INTERESTING INFORMATION CONDITION OF THE CITY PLANS FOR DESTROYING THE BROOKLYN, ETC. PROBABLE INTENTION TO RUN THE BLOCKADE.",3
"THE GREAT REBELLION.; Important News from the National Capital. Arrest of C.J. Faulkner, of Virginia, late Minister to France. Operations of the Rebels Down the Potomac. Hilitary Aid Offered to the Government from Europe. Important Rumor from the Kanawha Valley. Reported Capture of Wise and His Entire Command. Interesting from Fortress Monroe Position of the Rebel Forces Definitely Ascertained The Case of the Baltimore Police Commissioners Again. CONSUL AT PARIS. MRS. LINCOLN'S VISIT POSTPONED ARREST OF EX-MINISTER FAULKNER. THE REBELS ON THE POTOMAC. THE FEELING IN KENTUCKY LORD LYONS AND SECRETARY SEWARD. THE THIRD IRISH REGIMENT THE ZOUAVES COMING HOME. GOVERNOR OF UTAH. ICE ARRIVED.",3
The New Government Loan.,3
"LAW FOR THE EXPULSION OF CITIZENS OF THE UNITED STATES FROM THE SOUTH. A HILL TO BE ENTITLED ""AN ACT RESPECTING ALIEN ENEMIES.""; JUDGE CATRON. JUSTICE TO A LOYAL REGIMENT.",3
Our Burdens and their Relief.,3
"LOCAL MILITARY MOVEMENTS.; LIEUT.-COL. FARNSWORTH, SECOND SCOTT LIFE GUARD, THIRTY-EIGHTY REGIMENT, NEW-YORK VOLUNTEERS. RHODE ISLAND. THE RETURNED FIREMEN ZOUAVES. THE ANDERSON ZOUAVES. PAYING OFF THE TWELEFTH REGIMENT. A NEW REGIMENT OF VOLTIGEURS. THE BRITISH VOLUNTEERS.",3
VIEWS FROM THE CAPITAL.; The Recent Battle Near Springfield The Death of Lyon Superior Numbers of the Rebels Why Was Not Gen. Lyon Reinforced?,3
A Fair British Estimate for Once of the American Question.,3
A BRITISH ESTIMATE OF THE LONDON TIMES.,3
SOUTH AMERICA.; Change of Tariff in Ecuador Elections in Peru and Chili Discontent in Bolivia More Trouble in the Argentine Confederation. ECUADOR. PERU. CHILI. BOLIVIA. ARGENTINE CONFEDERATION. CENTRAL AMERICA. Affairs in Arizona.,3
"MINING IN GERMANY.; More About the Coal Mines of Zwickau-- Damages from Explosions--The Burning Coal-Bed, &c.",3
"Rebellion, not Revolution A Dastinction and a Difference.",3
"LOCAL MILITARY MOVEMENTS.; RECRUITING IN THE CITY. THE CLINTON RIFLES. NINTH REGIMENT, N.Y.S.M. THE SHEPARD RIFLES. THE MORGAN RIFLES. COL. HAWKINS' ZOUAVES. THE SECOND REGIMENT N.Y.S.M. THE VANDERBILT GUARDS. THE D'EPINEUIL ZOUAVES.",3
THE AMERICAN CALL FOR MONEY.,3
Rebel Clutches on Kentucky.,3
"COTTON IN NICARAGUA.; Letter from Hon. A.B. Dickinson, United States Minister.",3
LARGE FORCE OF REBELS AT NEW-MADRID,2
"The Maryland Legislature Probable Secession Movement's Treasonable Newspapers Duty of the Government, &c.",2
COL. MARTIN OF THE SEVENTY-FIRST.,2
ABOUT PRISONERS OF WAR.,2
AFFAIRS AT THE CAPITAL.; Improvement in the Discipline of the Army Military Movements Indicative of the Change of Policy Among the Rebles Necessity of Fortifying Washington Whatis Thougut of Gen. McDowell Strength ofthe Administration.,2
A CARD FROM ALEXANDER CUMMINGS.,2
RETURN OF THE TWELFTH REGIMENT.,2
THE KILLED AND WOUNDED.,2
MILITARY AND NAVAL MOVEMENTS.,2
LAW REPORTS.; Habeas Corpus. UNITED STATES DISTRICT COURT JULY 31. Before Judge Betts. Decision.,2
THE RETURNING REGIMENTS.; ARRIVAL OF THE SIXTH MASSACHTSETTS REGIMENT. THEIR RECEPTION IN THIS CITY.,2
THE NEW-YORK TWELFTH COMING HOME.,2
AN INCIDENT OF THE BULL RUN FIGHT.,2
THE RETURNING REGIMENTS.; ARRIVAL OF THE SIXTH MASSACHTSETTS REGIMENT. THEIR RECEPTION IN THIS CITY.,2
INCIDENTS OF THE BATTLE.,2
LOCAL MILITARY MOVEMENTS.; SCOTT RIFLES. CAPT. VARIAN'S BATTERY. SERVICE. THE HONVED REGIMENT. THE IRA HARRIS GUARD. FIRST REGIMENT UNION BRIGADE. AID TO THE FAMILIES OF VOLUNTEERS. UNITED STATES GUARD. THE CONTINENTAL GUARD.,2
LATEST NEWS OF THE REBELLION.; CLEARING OUT THE REBELS. VIGILANCE OF THE PICKETS. GEN. SCOTT'S PROPERTY. DROWNED IN THE POTOMAC. THE FIRE ZOUAVES COMING HOME.,2
RETURN OF THE TWELFTH REGIMENT.,2
THE CONDUCT OF THE WAR.; Memorial from the Property-Holders in Regard to Officering the Army.,2
THE NEW-YORK TWELFTH COMING HOME.,2
WHOLESALE PRODUCE MARKET.; BUTTER. CHEESE. EGGS. BEANS DRIED FRUITS. POULTRY POTATOES AND VEGETABLES. BEESWAX.,2
Mails Close at the Post-office.,2
THE CALL FOR THE NEW REGIMENTS.,2
THAT FLAG OF TRUCE.,2
A CARD FROM ALEXANDER CUMMINGS.,2
GENERAL CITY NEWS.,2
LOCAL MILITARY MOVEMENTS.; SCOTT RIFLES. CAPT. VARIAN'S BATTERY. SERVICE. THE HONVED REGIMENT. THE IRA HARRIS GUARD. FIRST REGIMENT UNION BRIGADE. AID TO THE FAMILIES OF VOLUNTEERS. UNITED STATES GUARD. THE CONTINENTAL GUARD.,2
NEWS OF THE REBELLION.; [The following dispatches appeared in a portion of our yesterday morning's edition.] CLEARING OUT THE REBELS. VIGILANCE OF THE PICKETS. GEN. SCOTT'S PROPERTY. DROWNED IN THE POTOMAC. THE FIRE ZOUAVES COMING HOME.,2
THE RETURNING TROOPS.; RETURN OF THE TWELFTH REGIMENT. OVATION BY THE FIREMEN AND CITIZENS ENTHUSIASTIC RECEPTION.,2
COMMENTS ON THE BUDGET OF SECRETARY CHASE.,2
LATEST NEWS OF THE REBELLION.; GEN. PATTERSON'S DERELICTION A RETURNED PRISIONER. A DISPATCH FROM THE REBEL CAPITAL. PRINCE NAPOLEON. GOVERNMENT SALARIES. DISSOLVED PARTNERSHIP. SUPPLY STEAMERS. FIELD PIECES LOST. VISIT TO THE WOUNDED.,2
The Real Nature of the Contest-- Incidents and Auecdotes of the Battle at Bull Run.,2
THE MILITARY SITUATION IN MISSOURI.,2
AFFAIRS IN KANSAS.; VIGOROUS DEFENSIVE PREPARATIONS AT FORT LEAVENWORTH. Correspondence of the St. Louis Republican.,2
"LAW REPORTS.; The Defalcation of the Union Bank. SUPREME COURT. Before G.C. Goddard, Referee. United States Circuit Court. Before Judge Betts. Decisions. SUPREME COURT CHAMBERS.",2
BEBEL ACCOUNT OF AFFAIRS IN WESTERN VIRGINIA.,2
"THE TWELFTH REGIMENT TO BE MUSTERED OUT OF THE UNITED STATES SERVICE.; HEAD-QUARTERS TWELFTH REGIMENT, N.Y.S.T., THE EIGHTH REGIMENT N.Y.S.M. MUSTERED OUT OF THE U.S. SERVICE. THE SECOND REGIMENT OF FIRE ZOUAVES. TEMPERANCE IN THE ARMY. THE THIRTY-EIGHTH REGIMENT. THE UNION GUARD. THE CAMERON RIFLES. THE CLINTON RIFLES. SUBSCRIPTIONS TO COL. BERDAN'S REGIMENT. BROOKLYN MILITARY MATTERS.",2
Extensive Jail Delivery.; DESPERATE ATTACK OF THE PRISONERS ON THE DEPUTY-JAILOR.,2
THREE DAYS LATER FROM EUROPE; Arrival of the Fulton off Cape Race. Advance in American Securities and Consols. A Further Advance in Cotton Breadstuffs and Provisions Dull.LIBERAL DEMONSTRATIONS IN WARSAWTrouble with the Reactionists in Italy. SPAIN. POLAND. TURKEY.,2
Late from Japan; INTERESTING SOCIAL AND POLITICAL INTELLIGENCE. BROOKLYN NEWS Jersey City. Arrivals in the City. Personal.,2
THE EXPEDITION ALONG THE KANAWHA.,2
BROOKLYN MILITARY MATTERS.; THIRTEENTH REGIMENT COL. PERRY'S REGIMENT. FOURTEENTH REGIMENT. Arrival of the Steamer Norwegian.,2
A Carnival for Croakers.,2
"THE WAR AT THE WEST; Effect of the Bull Run Disaster on Public Sentiment Courage and Determination of the People Trade, &c.",2
Senator Breckinridge and Freedom of Speech.,2
GENERAL CITY NEWS.; MELANCHOLY SUICIDE.,2
"MARINE INTELLIGENCE.; NEW-YORK....SATURDAY, Aug. 3.",2
THE BATTLE OF BULL RUN.; OFFICIAL REPORT OF COL. J.H.H. WARD.,2
PROCEEDINGS OF CONGRESS.; SENATE.,2
PROBABLE FATE OF THE U.S. STEAMSHIP LEVANT.,2
"Cotton Logic.; Mr. T. BUTLER KING is in Europe at present, as the accredited Minister of the State of Georgia to the Governments of Great Britain, France and Belgium.",2
An Elopement.; THE GUILTY PARTIES ARRESTED IN ST. LOUIS. From the St. Louis Republican of July 29.,2
"DISTINGUISHED ARRIVAL FROM CALIFORNIA.; THE ABSCONDING NAVY AGENT AND SECESSIONIST OF SAN FRANCISCO ARRIVES BY THE NORTHERN LIGHT, AND IS RECEIVED BY THE UNITED STATES MARSHAL HE IS HANDED OVER TO THE MILITARY AUTHORITIES.",2
AFFAIRS IN THE SOUTH.; MR. T. BUTLER KING AGAIN.,2
"FROM KENTUCKY.; HON. JOSEPH HOLT JOINS THE UNCONDITIONAL UNION CLUB OF LOUSVILLE--SPEAKS BEFORE IT, AND ADDRESSES GEN. ROUSSEAU'S KENTUCKY BRIGADE--TREASONABLE CONDUCT OF THE COURIER. Correspondence of the New-York Times.",2
"LOCAL MILITARY MOVEMENTS.; THE NEW CONTRACT FOR SUBSISTING THE TROOPS. MUSTERING OF THE TWELFTH REGIMENT N.Y.S.M. OUT OF THE UNITED STATES SERVICE. THF FIRST REGIMENT IRISH ARTILLERY. THE SECOND REGIMENT, N.Y.S.M. THE EMPIRE ZOUAVES. THE LESLEY GUARD. THE FIFTY-FIFTH REGIMENT.",2
NEWS OF THE DAY.,2
AMERICAN TOPICS IN ENGLAND.; A FINANCIAL VIEW OF THE WAR.,2
"MARINE INTELLIGNECE.; Cleared. Arrived. Sailed. Miscellaneous. Spoken, &c. Foreign Ports.",2
Count Cavonr's Estimate of the Character and Intentions of Napoleon III.,2
"CAPT. T.F. MEAGHER DECLINES TO LEAVE THE SIXTY-NINTH.; The Third Regiment of Irish volunteers, having invited Capt. T.F. MEAGHER to accept command of that regiment, have received from him the following reply: CAPT. MEAGHER'S REPLY.",2
Kentucky Still for the Union.,2
VIEWS FROM THE CAPITAL.; The Bill Increasing the Pay of our Soldiers --Its Additions to the Expenses of the War --No Provision for a Sinking Fund--Mr. Chase's Recommendations.,2
COL. BERDAN'S SHARP-SHOOTERS.; PROGRESS OF ENLISTMENTS--TWO COMPANIES MUSTERED IN--ELEVEN OTHER COMPANIES READY--INTERESTING EXHIBITION OF SKILL WITH THE RIFLE &C.,2
A Polite Card from Marshal Burnham.,2
LAW REPORTS.; The Seventy-sixty-street Controversy. SUPREME COURT-SPECIAL TRIAL.,2
LAINE REPUBLIC STATE CONVENTION.,2
The Union Sentiment-The Cabinet and Canads.,2
POSITION OF GEN. BANK'S DIVISION.,2
TWO LIVING WHALES AT THE MOSEUM.,2
From Our Own Correspondent.,2
The New-York City Dispensaries.,2
The American Rebellion and Slavery.,2
ARREST OF A REBEL AT CINCINNATI.,2
WHOLESALE PRODUCE MARKET.; BUTTER.,2
"MARINE INTELLIGENCE.; Cleared. Arrived. Sailed. Miscellaneous. Spoken, & c. Foreign Ports.",2
OHIO DEMOCRATIC STATE CONVENTION.,2
FROM PENSACOLA AND FORT PICKENS; ATTENTIONS OF THE REBELS-A RATTLESNAND CAMPAIGN PROPOSED. From the Mobile News.,2
AFFAIRS IN NORTHWESTERN VIRGINIA.,2
THE BLUE NOSES AND THE BLOCKADE.,2
GREAT BRITAIN.,2
"Article 2 -- No Title; Arrival of the Europa at Halifax. 29,963 IN SPECIE. Interesting Proceedings in the British Parliament. India and the Cotton Supply Question. DEBATE ON THE SLAVE-TRADE. Napoleon's Free Emigration Scheme Denounced.",2
SOUTHERN NEWS THROUGH LOUISVILLE.,2
Article 3 -- No Title; Arrival of the Pony Express-Extension of the Telegraph-Political Movements-Ex-Senator Gwin Retires from Public Life-BadNews from Arizona.,2
AFFAIRS AT CAIRO.; ARRIVAL OF GEN. FREMONT AND STAFF.,2
"MARINE INTELLIGENCE.; Cleared. Arrived. Sailed. By Telegraph. Spoken, &c. Foreign Ports.",2
A NATIONAL RIFLE ASSOCIATION.; PATRIOTIC ACTION OF AMERICANS RESIDING ABROAD.,2
Tax New POSTAL TREATY WITH MEXICO.,2
"The Direct Mail, Passenger and Military Route to Washington.",2
LAW REPORTS.; Proof of the Existence of a Contract a Sufficient Answer to an Action upon a Quantum Merrit. SUPERIOR COURT GENERAL TERM. Before all the Justices. Court of General Sessions. Decisions. SUPREME COURT CHAMBERS.,2
THE FOREIGN NEWS.; Arrival of the Europa's Mails. Lord Palmerston's Speech in Parliament on the Slave-trade. The Particulars of the London Homicide.,2
AFFAIRS IN PHILADELPHIA.; The Pirates and their Appearance The Crew of the Jeff. Davis The Murderer Armstrong Bad Health of the Returned Volunteers.,2
"AFFAIRS IN UTAH.; Selling out the Government Property The Troops Leaving Scarcity of Printing Paper Congressional Delegate, &c.",2
LOCAL MILITARY MOVEMENTS.; DEPARTURE OF THE FOURTEENTH MASSACHUSETTS REGIMENT. ARRIVAL AND DEPARTURE OF THE FIFTEENTH MASSACHUSETTS VOLUNTEERS.,2
GERMANY.; An Hour in the Lecture-room of a German University.,2
Article 1 -- No Title,2
State Politics The Action of the Democratic Party.,2
Disloyalty and Secessionism at Washington.,2
FULL REPORT OF THE PROCEEDINGS.,2
Minister Resident of the U.S. in Japan.,2
"LETTER FROM FORTRESS MONROE; FURTHER PARTICULERS OF THE HAMPTON CONFLAGRATION CONDITION OF THE RIP RAPSANOTHER EXPEDITION, ETC.",2
"SERENADE TO SPEAKER GROW.; Address of U.S. District-Attorney E. Delafield Smith, and Mr. Grow's Response. SPEECH OF E. DELAFIELD SMITH. SPEECH OF MR. GROW.",2
MORE LIES FROM RICHMOND.; Correspondence of the Memphis Appeal.,2
[Copy No. 20.],2
LAW REPORTS.; Decisions. SUPREME COURT CHAMBERS.,2
"COOL AND ORDERLY RETRNAY OF A TELEGRAPHIC OPERATOR. Mr. WILLIAM C. HALL, of the Army Telegraph...",2
THE MISSOURI TREASON.; LETTER FROM GEN. H. M. FROST TO GOV. JACKSON.,2
AFFAIRS IN JAPAN.; Misunderstanding Between the American Minister and the British Minister. Correspondence.,2
"COLONEL MILES' REPORT.; HEAD-QUARTERS FIFTH DIVISION,",2
ARREST OF AN ADJUTANT-GENERAL OF THE REBEL ARMY.,2
CAPE GIRARDEAU AND BIRD'S POINT FORTIFIED.; Correspondence of the Cincinnati Commercial.,2
The African Slave-Trade.; ARREST OF TWO NEW-BEDFORD MEN ON A CHARGE OF FITTING OUT A SLAVER.,2
Ocean Steamers.; THE ARABIA OUTWARD BOUND.,2
"STORY OF A NORTHERN MECHANIC.; The Philadelphia Bulletin, of Aug. 5, says:",2
"NEWS FROM THE EAST.; Late Commercial Intelligence from East India and China, per the Europa.",2
EXULTATION OF THE REBELS HIGH-TONED LYING.; JOHNSTON AND BEAUREGARD'S BULLETIN TO THE ARMY.,2
"LOCAL MILITARY MOVEMENTS.; THE CONTINENTAL GUARD. THE MCCLELLAN REGIMENT. THE KOSSUTH GUARD. THE UNITED STATES CHASSEURS. THE NEW-YORK RIFLES. THE WAY PHILADELPHIA FEEDS THE VOLUNTEERS A GOOD INSTITUTION. THE FRENCH ZOUAVES. THE SCHWARZE JAGER, OR GERMAN BLACK SHARP SHOOTERS. ARRIVAL OF THE SECOND COMPANY LIGHT ARTILLERY FROM MASSACHUSETTS.",2
Depredations of the Mail.; AN ALLEGED ROBBER ARRESTED.,2
"GEN. WOOL.; The Troy Times, of Friday, Says:",2
MILITARY ACTIVITY.; LIST OF REGIMENTS FULLY OR PARTIALLY ORGANIZED IN AND ABOUT THE CITY.,2
"Essays and Reviews"" Proceedings against Dr. R. Williams.",2
PAY OF THE MISSOURI TROOPS.; LETTER FROM COL. BLAIR TO THE PAYMASTER GENERAL ANSWER OF GEN. LARNED.,2
THE FEELING IN CHARLESTON.; Correspondence of the Philadelphia Inquirer.,2
THE BATTLE OF BULL RUN.; Reports of the Officers of the Several Divisions.GEN. McDOWELL'S ORDER OF BATTLE.,2
UNITED STATES DISTRICT ATTORNEY'S OFFICE.,2
LOCAL MILITARY MOVEMENTS.; HONVED REGIMENT ELECTION OF COUNT WRATIS-LAW AS COLONEL.,2
THE DOINGS OF THE PRIVATEERS.; MORE PRIZES RECAPTURED ARRIVAL OF THE SCHOONER MARY ALICE AT THIS PORT. ARRIVAL OF SCHOONER WM. S. TISDALE FROM FORT PICKENS. SHE IS CHASED BY A PRIVATEER. THE PIRATES. CAPTURE OF A SECESSION COLONEL.,2
"LOCAL MILITARY MOVEMENTS.; THE SEVENTH REGIMENT PAID OFF. THE ANDERSON ZOUAVES. THE FIRST REGIMENT FIRE ZOUAVES. IRA HARRIS GUARDS (CAVALRY.) THE EMPIRE ZOUAVES. THE FIRST REGIMENT OREGON RIFLES. THE SCHWARZE JAGER, OR GERMAN BLACK RIPLE REGIMENT.",2
"LOCAL MILITARY MOVEMENTS.; THE SEVENTH REGIMENT PAID OFF. THE ANDERSON ZOUAVES. THE FIRST REGIMENT FIRE ZOUAVES THE HARRIS GUARDS (GAVALRY.) THE EMPIRE ZOUAVES. THE FIRST REGIMENT OREGON RIFLES. THE SCHWABZE JAGER, OR GERMAN BLACK RIFLE REGIMENT.",2
SOUTHERN NEWS THROUGH LOUISVILLE.; PARSON BROWNLOW'S KNOXVILLE WHIG SUPPRESSED.,2
BROOKLYN MILITARY NEWS.; THIRTEENTH REGIMENT. ARTILLERY CORPS. LONG ISLAND VOLUNTEERS. PRIVATE LETTER FROM A MEMBER OF THE FOUTTEENTH REGIMENT AT RICHMOND. LIST OF PRISONERS. GOING BACK.,2
IMPORTANT FROM MISSOURI; Preliminary Skirmishing at Springfield. SHYNESS OF THE REBEL CAVALRY.,2
BROOKLYN MILITARY NEWS.; THIRTEENTH REGIMENT. ARTILLERY CORPS. LONG ISLAND VOLUNTEERS. PRIVATE LETTER FROM A MEMBER OF THE FOURTEENTH REGIMENT AT RICHMOND. LIST OF PRISONERS. GOING BACK.,2
FROM GEN. BANKS' COMMAND.,2
IMPORTANT FROM NEW-MEXICO.; REPORTED MOVEMENTS OF THE REBELS.,2
THE BOSTON BANKS.,2
News from California by the Pony Express.,2
GENERAL CITY NEWS.,2
THE FIRE ZOUAVES.,2
SOUTHERN NEWS THROUGH LOUISVILLE; PARSON BROWNLOW'S KNOXVILLE WHIG SUPPRESSED.,2
LATEST NEWS OF THE REBELLION.; LATEST REPORTS FROM MISSOURS,2
IMPORTANT FROM NEW-MEXICO.; REPORTED MOVEMENTS OF THE REBELS.,2
Markets by Telegraph.,2
REPORTS FROM ALEXANDRIA.,2
Boston Weekly Bank Statement.,2
A Yacht Wreeked and Three Lives Lost.,2
ARMY MOVEMENTS OF NEW-JERSEY.,2
IMPORTANT FROM FORT MONROE.; ARRIVAL OF RELEASED PRISONERS.,2
THE PRIVATEERS.; THE SUMPTER COALING AT CURACOA.,2
THE PRIVATEERS.; THE SUMPTER COALING AT CURACOA.,2
"LOCAL MILITARY MOVEMENTS.; THE M'CLELLAN RIFLES, THE TWELFTH REGIMENT TO BE PAID OFF. COL. J.H. HOBART WARD. THE LINCOLN CAVALRY. THE YATES RIFLES. COL. JOACHIMSSEN'S REGIMENT.",2
MARINE INTELLIGENCE.,2
REPORTS FROM CAIRO.,2
BROOKLYN MILITARY MATTERS.; LONG ISLAND VOLUNTERS. THE WASHINGTON GRAYS. THE MCCLELLAN REGIMENT. PRESENTATION. THIRTEENTH REGIMENT.,2
MILITARY AND NAVAL MOVEMENTS.,2
Markets by Telegraph.,2
"SOUTHERN ITEMS VIA LOUISVILLE, KY.",2
A Yacht Wrecked and Three Lives Lost.,2
Front Page 1 -- No Title; NEWS OF THE REBELLION.,2
